ticker,company,acquirer,ann_date,close_date,deal_size_m,per_share,max_cvr,has_cvr,payment,premium,ann_to_close_days,data_quality,ret_3m,ret_6m,ret_12m,ret_24m,stage,offer_low,offer_high,offer_ccy,n_parties,direction,first_contact,eng_to_deal_days,leaked_early,leak_detail,llm_error,inflections
SLXP,SALIX PHARMACEUTICALS LTD,"Valeant Pharmaceuticals International, Inc.",2015-02-22,2015-04-01,11115.0,173.0,173.0,False,cash,0.3739,38,ok,-0.1033,-0.0476,0.2848,1.5505,Marketed products + Phase 3 lead,150.0,173.0,USD,9,both,2015-01-20,33,True,The Wall Street Journal + 6 months early,,Santarus acquisition | Wholesaler inventory disclosure/CFO resignation | Xifaxan 550 Phase 3/FDA PDUFA | Cosmo Pharmaceuticals merger termination
ASPX,"Auspex Pharmaceuticals, Inc.",Teva Pharmaceutical Industries Ltd.,2015-03-30,2015-05-05,3215.3,101.0,101.0,False,cash,0.5021,36,ok,1.7751,1.9247,1.7223,,"Phase 3 lead, pre-revenue",85.0,101.0,USD,6,both,2013-06-01,667,False,,,Positive Phase 3 results for SD-809 in Huntington's disease chorea
ICEL,"CELLULAR DYNAMICS INTERNATIONAL, INC.",FUJIFILM Holdings Corporation,2015-03-30,2015-05-01,260.9,16.5,16.5,False,cash,2.0387,32,ok,-0.1773,-0.5253,-0.6353,-0.4645,Commercial (iCell Hepatocytes) + Development (Pharma Cellular Therapeutic),13.0,16.5,USD,9,outbound,2014-06-09,294,False,,,
HPTX,HYPERION THERAPEUTICS INC,Horizon Pharma plc,2015-03-30,2015-05-07,960.2,46.0,46.0,False,cash,0.5567,38,ok,0.4422,0.1427,-0.0468,0.1973,2 approved drugs + Phase 2/3 lead expansion,30.0,46.0,USD,5,both,2015-02-11,47,False,,,Settlement of Andromeda litigation | Strong fourth-quarter results | RAVICTI and BUPHENYL commercialization
PRGO,Perrigo Company plc,Mylan N.V.,2015-04-08,,10978.5,75.0,232.2,True,mixed,-0.5218,,ok,-0.0019,0.0722,-0.0465,0.3078,Marketed portfolio + Phase 3,205.0,205.0,USD,1,inbound,2014-06-01,311,False,,,Mylan unsolicited proposal disclosure
ASRT,"Depomed, Inc.",Horizon Pharma plc,2015-07-07,,57.3,0.95,27.54,True,stock,-0.9566,,ok,-0.0661,0.3647,0.754,2.5651,"Commercial with multiple approved drugs (NUCYNTA, Gralise)",29.25,33.0,USD,4,both,2015-05-27,41,False,,,Acquisition of NUCYNTA franchise from Janssen | Horizon Pharma unsolicited $29.25 per share proposal | California court preliminary injunction against Horizon | Starboard Value LP activist stake disclosure
RCPT (NASDAQ Global Market),"Receptos, Inc.",Celgene Corporation,2015-07-14,2015-08-27,7332.7,232.0,232.0,False,cash,0.3011,44,ok,0.1933,0.4849,3.4466,8.675,"Phase 3 lead, pre-revenue",175.0,232.0,USD,14,both,2013-08-28,685,True,Bloomberg reported sale process 3.5 months early,,Phase 2 RADIANCE interim analysis (Dec 2013) | Phase 2 RADIANCE primary endpoint met (June 2014) | TOUCHSTONE Phase 2 primary endpoint met (Oct 2014) | Media reports of sale process (April 2015)
INSV,INSITE VISION INCORPORATED,Sun Pharmaceutical Industries Ltd.,2015-09-15,2015-11-02,46.2,0.35,0.35,False,cash,0.5909,48,ok,0.5714,0.2222,-0.12,0.1,NDA Filed lead + 1 marketed drug,0.25,0.35,USD,36,both,2014-01-31,592,False,,,BromSite NDA filing | FDA acceptance of BromSite NDA | Strategic review initiation | Sun Pharma unsolicited proposal
ZSPH,"ZS Pharma, Inc.",AstraZeneca PLC,2015-11-06,2015-12-17,2274.2,90.0,90.0,False,cash,0.3455,41,ok,0.1351,0.6064,0.7351,,"NDA (Under FDA Review), lead asset ZS-9",83.0,90.0,USD,8,inbound,2015-09-11,56,True,Bloomberg reported Actelion offer 2 months early,,NDA submission for ZS-9 | Actelion takeover proposal leak | FDA approval of rival drug Veltassa | AstraZeneca acquisition announcement
OCAT,"Ocata Therapeutics, Inc.",Astellas Pharma Inc.,2015-11-10,2016-02-10,359.6,8.5,8.5,False,cash,0.8085,92,ok,-0.0996,-0.2911,-0.3247,-0.2167,Phase 1/2 lead asset,8.0,8.5,USD,11,both,2014-07-24,474,False,,,
BITI,Biotie Therapies Oyj,"Acorda Therapeutics, Inc.",2016-01-19,2016-04-11,289.0,0.2946,0.2946,False,cash,-0.979,83,ok,-0.1745,-0.4174,,,Phase 3 lead + 1 marketed drug,25.5,25.6,USD,7,both,2015-10-12,99,False,,,Tozadenant Phase 3 entry | Selincro marketing approval | Baupost Group 12.92% stake acquisition
ALR,ALERE INC.,Abbott Laboratories,2016-01-30,2017-10-03,4455.8,51.0,51.0,False,cash,0.3047,612,ok,-0.227,-0.2757,0.0435,0.0314,Commercial diagnostic platforms,46.0,51.0,USD,5,both,,,True,Reuters/Bloomberg reported unsolicited bid 16 months early,,Unsolicited $46.00/share take-private proposal from former CEO | Abbott Laboratories acquisition announcement | FTC and EC regulatory divestiture requirements
ALXA,Alexza Pharmaceuticals Inc.,"Grupo Ferrer Internacional, S.A.",2016-05-10,2016-06-21,19.6,0.9,2.56,True,mixed,0.8,42,ok,-0.0741,-0.5968,-0.7487,-0.8818,Approved/Commercial lead asset,0.6,0.9,USD,83,outbound,2015-09-28,225,True,SEC Filing/Press Release +2 months early,,Teva termination of U.S. marketing partnership | Default on Atlas Notes | Strategic alternatives exploration announcement | ADASUVE U.S. rights reacquisition
ANAC,"Anacor Pharmaceuticals, Inc.",Pfizer Inc.,2016-05-16,2016-06-24,4510.3,99.25,99.25,False,cash,0.5338,39,ok,-0.3098,,,,Phase 3 / NDA submitted lead + 1 marketed drug,82.0,99.25,USD,3,both,2016-04-15,31,False,,,Positive Phase 3 results for crisaborole | NDA submission for crisaborole | Pfizer acquisition announcement
XNPT,"XENOPORT, INC.","Arbor Pharmaceuticals, Inc.",2016-05-23,2016-07-05,448.9,7.03,7.03,False,cash,0.4289,43,ok,-0.0296,-0.0502,-0.3315,0.2148,Commercial with 1 approved drug + Phase 3 ready asset,5.65,7.03,USD,33,outbound,2016-03-29,55,True,FierceBiotech/FirstWord Pharma reported sale exploration 4 months early,,Phase 2 results for XP23829 | Strategic shift to focus on HORIZANT | Licensing of XP23829 to Dr. Reddy’s | Arbor final offer of $7.03
CPXX,Celator Pharmaceuticals Inc,Jazz Pharmaceuticals plc,2016-05-27,2016-07-12,1299.7,30.25,30.25,False,cash,1.0384,46,ok,0.0912,0.2114,0.364,4.5167,"Pre-commercial, Phase 3 lead",3.0,30.25,USD,41,both,2014-12-06,538,False,,,Positive Phase 3 trial results for VYXEOS (March 2016) | Jazz submits initial $20.00 per share indication (April 2016) | Receipt of four competing acquisition proposals (May 2016)
SGNT,"Sagent Pharmaceuticals, Inc.","Nichi-Iko Pharmaceutical Co., Ltd. (Japanese corporation)",2016-07-11,2016-08-29,715.8,21.75,21.75,False,cash,0.548,49,ok,0.0438,-0.0403,-0.4006,-0.4798,Commercial generic injectable portfolio + 20 pipeline ANDAs,20.32,21.75,USD,7,both,2016-01-31,162,True,Reuters reported sale consideration 6 months early,,CEO Jeffrey Yordon retirement announcement | Reuters report of potential sale and advisor hire | Acquisition of 5 ANDAs from Teva/Actavis | Launch of Chlorothiazide Sodium and Amikacin Sulfate
RLYP,"Relypsa, Inc.",Galenica AG,2016-07-21,2016-09-01,1436.2,32.0,32.0,False,cash,0.7877,42,ok,0.3299,-0.3589,-0.4749,-0.238,Approved / Commercial,29.0,32.0,USD,4,both,2014-05-06,807,True,StreetInsider/Reuters + 3-7 months early,,FDA approval of Veltassa | Reuters reports sale exploration | AstraZeneca FDA CRL for competitor ZS-9 | Public announcement of Merger Agreement
MDVN,"MEDIVATION, INC.",Pfizer Inc.,2016-08-22,2016-09-28,13527.4,81.5,81.5,False,cash,0.3013,37,ok,0.1898,0.6635,-0.3906,-0.3137,Marketed lead asset + Phase 3 pipeline,52.5,81.5,USD,15,inbound,2016-04-20,124,True,Bloomberg/Reuters + 4 months early,,
RPTP,Raptor Pharmaceutical Corp,Horizon Pharma plc,2016-09-12,2016-10-25,771.6,9.0,9.5,True,cash with contingent value rights (CVR),0.3274,43,ok,0.5953,0.6992,-0.4879,-0.3914,1 approved drug + 1 drug approved in EU/Canada under FDA review,9.0,9.0,USD,3,outbound,,,True,Reuters reported sale exploration 5 months early,,Phase 2b CyNCh study failure in pediatric NASH | NIDDK data presentation at AASLD | QUINSAIR launch in Europe | Horizon Pharma acquisition announcement
VTAE,"Vitae Pharmaceuticals, Inc.",Allergan plc,2016-09-14,2016-10-25,605.7,21.0,21.0,False,cash,1.4334,41,ok,0.3505,0.0058,0.0423,0.0855,Phase 2 lead,20.5,21.0,USD,38,both,2016-01-01,257,False,,,VTP-43742 Phase 2a top-line results
TBRA,"Tobira Therapeutics, Inc.",Allergan plc,2016-09-20,2016-11-01,533.9,28.35,78.19,True,cash,4.8214,42,ok,-0.4104,-0.2993,-0.6341,-0.5335,Phase 2b lead asset,28.35,28.35,USD,11,inbound,2016-06-21,91,False,,,Phase 2b CENTAUR trial results
ARIA,ARIAD PHARMACEUTICALS INC,Takeda Pharmaceutical Company Limited,2017-01-09,2017-02-16,4669.9,24.0,24.0,False,cash,0.8927,38,ok,0.2456,0.5333,1.0959,1.0321,1 marketed drug + 1 NDA review asset,20.0,24.0,USD,5,both,2015-05-01,619,True,Bloomberg reported Baxalta talks 16 months early; FiercePharma rumors 3 years early,,Divestiture of European operations to Incyte | Brigatinib NDA Review / FDA PDUFA date set | Iclusig relaunch following FDA safety suspension
CLCD,"CoLucid Pharmaceuticals, Inc.",Eli Lilly and Company,2017-01-18,2017-03-01,896.7,46.5,46.5,False,cash,0.2863,42,ok,0.2851,4.2089,4.3397,3.5187,Phase 3 lead,42.7,46.5,USD,50,both,2016-09-06,134,False,,,Positive top-line results from SAMURAI Phase 3 trial
NBRV,Nabriva Therapeutics AG,Nabriva Therapeutics plc,2017-04-18,2017-06-23,2.3,1.0,10.15,True,stock,,66,suspect_feed,1.2417,0.5333,0.3039,,Phase 3 lead,,,USD,1,outbound,2017-04-11,7,False,,,
PTHN,Patheon N.V.,Thermo Fisher Scientific Inc.,2017-05-15,2017-08-29,5079.8,35.0,35.0,False,cash,0.3576,106,ok,-0.0929,-0.0632,,,Commercial CDMO services,33.0,35.0,USD,2,inbound,2017-02-28,76,False,,,
KITE,"Kite Pharma, Inc.","Gilead Sciences, Inc.",2017-08-28,2017-10-03,10333.8,180.0,180.0,False,cash,0.6154,36,ok,0.3576,1.3004,0.9677,1.0628,Registration/Pre-approval lead asset,127.0,180.0,USD,1,inbound,2017-01-01,239,True,Endpoints News + 7 months early,,Novartis CAR-T FDA advisory committee vote | Axi-cel nearing FDA approval | J.P. Morgan Healthcare Conference discussions
DMTX,"Dimension Therapeutics, Inc.",Ultragenyx Pharmaceutical Inc.,2017-10-03,2017-11-07,151.2,6.0,6.0,False,cash,0.7241,35,ok,2.0261,0.8811,-0.4092,-0.7159,Phase 1/2 lead + multiple pre-clinical,1.4,6.0,USD,21,both,2017-09-18,15,False,,,DTX101 interim topline results failure | REGENXBIO definitive agreement announcement | Ultragenyx unsolicited cash proposal
AAAP,Advanced Accelerator Applications S.A.,Novartis AG,2017-10-30,2018-01-22,3629.1,41.0,41.0,False,cash,-0.3937,84,ok,0.7321,0.6964,0.7757,1.415,"Approved (EU) / NDA Resubmitted (US), lead asset Lutathera",62.5,82.0,USD,2,inbound,2017-07-27,95,True,Bloomberg +1 month early (2017-09-27),,Lutathera European approval | Lutathera NDA resubmission (US)
OCRX,"Ocera Therapeutics, Inc.",Mallinckrodt plc,2017-11-02,2017-12-11,40.3,1.52,4.1,True,cash,0.3333,39,ok,-0.0172,-0.1298,-0.5682,-0.6667,"Phase 2b, pre-revenue",1.52,1.52,USD,34,both,2017-01-09,297,False,,,Phase 2b STOP-HE trial failed primary endpoint | Strategic Committee established to explore alternatives | Party A withdraws $1.60/share proposal | Mallinckrodt submits final $1.52/share + CVR offer
RPRX,REPROS THERAPEUTICS INC.,Allergan plc,2017-12-12,2018-01-31,26.5,0.67,0.67,False,cash,0.6341,50,ok,0.1714,-0.5119,-0.7735,-0.6772,Phase 3 (Enclomiphene) and Phase 2 (Proellex),0.45,0.67,USD,6,inbound,2017-04-01,255,False,,,Enclomiphene regulatory review (EMA) | Proellex Phase 2 development
RXDX,"Ignyta, Inc.","Roche Holdings, Inc.",2017-12-22,2018-02-08,1826.7,27.0,27.0,False,cash,0.6187,48,ok,0.7935,1.4174,1.4529,0.2211,Phase 2 lead asset,23.0,27.0,USD,26,both,2016-05-17,584,False,,,Anticipated dual NDA submissions in 2018 | Positive clinical data for entrectinib
SCMP,"Sucampo Pharmaceuticals, Inc.",Mallinckrodt plc (Irish public limited company),2017-12-26,2018-02-13,851.3,18.0,18.0,False,cash,0.7062,49,ok,-0.0664,0.0293,-0.3344,-0.4093,Commercial with 1 approved drug + Phase 3 pipeline,17.0,18.0,USD,5,inbound,2017-09-25,92,False,"Bloomberg reported sale consideration on Dec 7, 2017 (~19 days early)",,"Vtesse, Inc. acquisition (VTS-270) | Bloomberg sale rumor (Dec 7, 2017) | AMITIZA pediatric sNDA Priority Review | Generic competition risk for AMITIZA"
TIG,TiGenix NV,Takeda Pharmaceutical Company Limited,2018-01-05,,527.0,1.78,1.78,False,cash,0.82,,ok,-0.0259,0.281,0.6138,,Approved (EU) / Phase 3 (US),1.25,1.78,EUR,1,inbound,2017-06-23,196,False,,,Positive CHMP Opinion for Cx601 | Execution of Mesoblast Licensing Agreement | European marketing authorization for Cx601
BIVV,Bioverativ Inc.,Sanofi,2018-01-22,2018-03-08,11363.4,105.0,105.0,False,cash,0.943,45,ok,-0.0454,-0.1363,0.2177,,Commercial + 2 marketed drugs,98.5,105.0,USD,1,inbound,2017-05-12,255,True,Spin-Off Research + 1 year early,,Spin-off from Biogen | Acquisition of True North Therapeutics | Management presentation of long-range plans
ABLX,Ablynx NV,Sanofi,2018-01-29,,3386.4,45.0,45.0,False,cash,0.212,,ok,,,,,Pre-marketing lead asset + Phase 2 pipeline,26.75,45.0,EUR,10,both,2018-01-08,21,True,Novo Nordisk private bid on 2017-12-07 (reported 2018-01-08),,Novo Nordisk public disclosure of unsolicited bid | Caplacizumab (Capla) pre-marketing stage | Sanofi superior offer reports
AVXS,"AveXis, Inc.",Novartis AG,2018-04-09,2018-05-15,8025.9,218.0,225.0,True,cash,0.5921,36,ok,0.3716,0.4747,0.9042,4.8194,Phase 3 / BLA Preparation,112.0,218.0,USD,4,inbound,2018-02-16,52,True,HC Sleuth / Investors Hub + 20 months early,,Alignment with FDA on BLA submission for AVXS-101 | Compelling clinical data in SMA | Novartis licensing Spark Therapeutics' Luxturna
ARMO,"ARMO BioSciences, Inc.",Eli Lilly and Company,2018-05-10,2018-06-22,1520.3,50.0,50.0,False,cash,0.3931,43,ok,0.2068,,,,"Phase 3 lead asset, pre-revenue",48.0,50.0,USD,4,both,2018-03-19,52,False,,,ARMO IPO and post-IPO volatility | Competitor releases positive clinical data | Eli Lilly acquisition announcement
JNP,JUNIPER PHARMACEUTICALS INC,"Catalent, Inc.",2018-07-03,2018-08-14,127.7,11.5,11.5,False,cash,0.2921,42,ok,0.0114,0.7694,0.9778,0.128,Phase 2b failure; commercial CDMO and progesterone gel business,8.0,11.5,USD,38,both,2018-02-16,137,False,,,Phase 2b failure of COL-1077 | Strategic reprioritization announcement | Public announcement of strategic alternatives exploration
TSRO,"TESARO, Inc.",GlaxoSmithKline plc,2018-12-03,2019-01-22,4142.4,75.0,75.0,False,cash,1.4752,50,ok,0.1235,-0.3935,-0.7268,-0.7669,Marketed lead + Phase 3 pipeline,66.0,75.0,USD,10,both,2018-06-10,176,True,StreetInsider / Fierce Pharma reported sale process 18 months early,,ZEJULA Phase 3 data | Decision to cease marketing VARUBI IV | GSK acquisition interest shift
LOXO,"Loxo Oncology, Inc.",Eli Lilly and Company,2019-01-07,2019-02-15,7235.1,235.0,235.0,False,cash,0.7407,39,ok,-0.1613,-0.2458,0.6236,2.5377,1 approved drug + Phase 1/2 lead asset,230.0,235.0,USD,1,inbound,2018-04-16,266,False,,,
IMDZ,Immune Design Corp.,"Merck & Co., Inc.",2019-02-21,2019-04-02,282.9,5.85,5.85,False,cash,3.1197,40,ok,-0.1446,-0.6698,-0.6162,-0.7418,Phase 2 lead + Phase 3 discontinued,5.18,5.85,USD,5,both,2018-09-01,173,False,,,G100 + pembrolizumab Phase 1/2 data (ASCO 2017) | CMB305 + checkpoint inhibitor data (ESMO 2017) | Discontinuation of Phase 3 SYNOVATE trial | G100 + pembrolizumab ASH 2018 data
ONCE,"Spark Therapeutics, Inc.",Roche Holding Ltd,2019-02-25,2019-12-17,4357.1,114.5,114.5,False,cash,1.6358,295,ok,-0.0563,-0.4083,-0.2496,-0.3144,Phase 3 lead + 1 approved drug,70.0,114.5,USD,3,both,2018-10-09,139,False,,,
OSIR,"Osiris Therapeutics, Inc.",Smith & Nephew plc (English public limited company),2019-03-12,2019-04-17,656.0,19.0,19.0,False,cash,0.2418,36,ok,0.4627,0.7191,2.9637,1.6471,Commercial (multiple products) + royalty interest,17.5,19.0,USD,5,both,2018-07-09,246,False,,,Nasdaq delisting notice (March 2017) | Nasdaq re-listing (August 2018) | Appointment of Samson Tom as CEO (November 2018) | Merger Agreement announcement (March 2019)
ARRY,ARRAY BIOPHARMA INC,Pfizer Inc.,2019-06-17,2019-07-30,10710.2,48.0,48.0,False,cash,1.1958,43,ok,-0.0549,0.3346,0.3879,1.4101,Approved drugs + Phase 3 lead asset,44.0,48.0,USD,4,both,2019-03-21,88,True,Fierce Pharma + 29 months early,,Positive interim results from Phase 3 BEACON CRC trial
ALDR,"Alder BioPharmaceuticals, Inc.",H. Lundbeck A/S,2019-09-16,2019-10-22,1509.1,18.0,20.0,True,cash,0.877,36,ok,-0.1145,-0.3303,-0.4844,-0.1161,BLA submitted / Phase 3 lead,14.0,18.0,USD,11,both,2019-01-09,250,False,,,Eptinezumab BLA submission | Eptinezumab Phase 3 data
DOVA,"Dova Pharmaceuticals, Inc.",Swedish Orphan Biovitrum AB (publ),2019-09-30,2019-11-12,793.2,27.5,29.0,True,cash,0.8346,43,ok,0.6995,0.8506,-0.411,-0.4618,Approved lead asset + Phase 3 pipeline,23.0,29.0,USD,28,both,2018-01-15,623,False,,,FDA approval of Doptelet for ITP | Phase 3 potential in CIT
MDCO,The Medicines Company,Novartis AG,2019-11-24,2020-01-06,6815.6,85.0,85.0,False,cash,0.492,43,ok,0.5422,0.804,1.3454,0.8413,Phase 3 lead asset,74.03,85.0,USD,12,both,2019-05-29,179,False,,,Positive ORION-3 data | Positive Phase 3 clinical trial data for inclisiran
BOLD,"Audentes Therapeutics, Inc.",Astellas Pharma Inc.,2019-12-02,2020-01-15,2776.3,60.0,60.0,False,cash,1.0647,44,ok,-0.2322,-0.2298,-0.0149,-0.0024,Phase 1/2 lead asset,49.0,60.0,USD,4,inbound,2019-05-22,194,False,,,
THOR,"Synthorx, Inc.",Sanofi,2019-12-08,2020-01-23,2206.1,68.0,68.0,False,cash,3.242,46,ok,0.0694,-0.0441,0.2712,,Clinical-stage lead asset + pre-clinical pipeline,36.0,68.0,USD,4,both,2018-10-19,415,False,,,Initial Public Offering | Sanofi non-binding partnering term sheet | Sanofi unsolicited acquisition offer | Company A unsolicited $62.00 per share offer
ARQL,"ArQule, Inc.",Merck Sharp & Dohme Corp.,2019-12-09,2020-01-16,2417.5,20.0,20.0,False,cash,1.7701,38,ok,0.3546,0.5105,1.2776,0.2916,Phase 1 lead + multiple clinical assets,18.0,20.0,USD,10,inbound,2019-06-27,165,False,,,ASH Conference Phase 1 ARQ 531 data | Merck acquisition proposal | Merck partnership interest
DERM,"Dermira, Inc.",Eli Lilly and Company,2020-01-10,2020-02-20,1025.5,18.75,18.75,False,cash,0.4764,41,ok,0.4174,0.2574,0.1662,-0.5372,Phase 3 lead + 1 approved drug,13.0,18.75,USD,13,outbound,2019-08-29,134,False,,,
FTSV,"Forty Seven, Inc.","Gilead Sciences, Inc.",2020-03-02,2020-04-07,4598.5,95.5,95.5,False,cash,1.5902,36,ok,3.8834,3.405,1.4596,1.3044,Phase 2 lead,57.5,95.5,USD,4,inbound,2020-01-07,55,False,,,Updated clinical data for magrolimab in MDS and AML (Dec 2019) | Bloomberg reports Gilead takeover approach (Feb 2020)
QGEN,QIAGEN N.V.,Thermo Fisher Scientific Inc.,2020-03-03,,,39.0,39.0,False,cash,0.2488,,ok,0.1043,-0.0916,-0.082,-0.0235,Marketed diagnostics and sample technologies,39.0,39.0,EUR,2,inbound,2019-11-13,111,True,Bloomberg reported Thermo Fisher approach 4 months early (Nov 2019),,CEO resignation and sales guidance reduction | Receipt of multiple non-binding indications of interest | Review of strategic alternatives
STML,STEMLINE THERAPEUTICS INC,A. Menarini - Industrie Farmaceutiche Riunite - S.r.l.,2020-05-04,2020-06-10,603.9,11.5,12.5,True,cash,1.5785,37,ok,-0.5867,-0.523,-0.6924,-0.764,Marketed (US) / Pending (EU),10.0,11.5,USD,2,inbound,2019-06-05,334,False,,,ELZONRIS US marketing approval | Pending EU approval for ELZONRIS
PTLA,"Portola Pharmaceuticals, Inc.","Alexion Pharmaceuticals, Inc.",2020-05-05,2020-07-02,1413.3,18.0,18.0,False,cash,1.7907,58,ok,-0.731,-0.7567,-0.8288,-0.8433,Marketed (Accelerated Approval) + Phase 2,16.0,18.0,USD,2,inbound,2019-08-27,252,True,Forbes + Motley Fool; multiple years early,,Q4 2019 Andexxa revenue miss | COVID-19 pandemic market impact | Regained Japan rights from BMS/Pfizer
MNTA,Momenta Pharmaceuticals,Johnson & Johnson,2020-06-15,2020-10-01,6249.0,52.5,52.5,False,cash,0.9387,108,ok,-0.4035,-0.2911,-0.0346,0.2365,Phase 2 lead + 1 marketed drug,47.5,52.5,USD,3,inbound,2019-04-15,427,False,,,Positive Phase 1 data in myasthenia gravis | Positive M281 Phase 2 interim data | FDA rare pediatric disease designation for M281 | J&J Board approval of final offer
TTPH,"Tetraphase Pharmaceuticals, Inc.",La Jolla Pharmaceutical Company (California corporation),2020-06-24,2020-07-28,14.5,2.0,3.48,True,cash,-0.2424,34,ok,0.1681,0.0776,2.3,-0.2922,"Commercial-stage, 1 approved drug + Phase 2 lead",1.24,2.0,USD,16,both,2019-01-07,534,False,,,IGNITE3 Phase 3 trial failure in cUTI | XERAVA FDA approval | La Jolla unsolicited cash proposal | Melinta unsolicited superior proposal
PFNX,Pfenex Inc.,Ligand Pharmaceuticals Incorporated,2020-08-10,2020-10-01,411.8,12.0,14.0,True,cash,0.4634,52,ok,-0.0989,-0.3513,0.3312,0.6735,Approved lead asset + commercial platform,10.5,12.0,USD,1,inbound,2020-02-27,165,False,,,FDA approval of PF708 (Bonsity) | COVID-19 market dislocation | FDA General Advice Letter delaying TE Rating | Merger Agreement with Ligand
PRNB,Principia Biopharma Inc.,Sanofi,2020-08-16,2020-09-28,3326.0,100.0,100.0,False,cash,0.2612,43,ok,3.2064,4.8777,3.3494,1.4285,Phase 3 initiated + Phase 2b lead asset,76.0,100.0,USD,2,inbound,2020-05-19,89,True,"Bloomberg +1 month early (July 16, 2020)",,Positive Phase 2b data for PRN2246 in MS (Feb 2020) | Confirmation of Phase 2b secondary endpoints (Apr 2020) | Sanofi decision to proceed to Phase 3 trials (May 2020) | Bloomberg report of Sanofi acquisition interest (Jul 2020)
AKCA,"Akcea Therapeutics, Inc.","Ionis Pharmaceuticals, Inc.",2020-08-31,2020-10-12,1846.9,18.15,18.15,False,cash,0.6744,42,ok,-0.2835,-0.3723,-0.4791,-0.5858,Phase 3 lead + 2 approved drugs,16.0,18.15,USD,2,inbound,2020-07-10,52,False,,,
IMMU,IMMUNOMEDICS INC,"Gilead Sciences, Inc.",2020-09-13,2020-10-23,20356.2,88.0,88.0,False,cash,1.2,40,ok,0.1779,1.1786,1.6774,0.7961,FDA approved (accelerated) + Phase 3 confirmatory,55.0,88.0,USD,12,both,2019-01-09,613,False,,,ASCENT Study halted for efficacy | FDA approval of Trodelvy for mTNBC | Topline results for ASCENT Study | Positive Phase 2 TROPHY study results
AMAG,"AMAG PHARMACEUTICALS, INC.",Covis Group S.à r.l.,2020-10-01,2020-11-16,474.4,13.75,13.75,False,cash,0.3362,46,ok,0.3346,0.3277,-0.0577,-0.5435,Commercial with Phase 3 pipeline,11.0,13.75,USD,17,inbound,2019-12-01,305,False,,,Strategic review and CEO transition announcement | Divestiture of Intrarosa to Millicent Pharma | Discontinuation of AMAG-423 Phase 2b/3a study | Divestiture of Vyleesi rights to Palatin
MYOK,"MyoKardia, Inc.",Bristol-Myers Squibb Company,2020-10-05,2020-11-17,11994.5,225.0,225.0,False,cash,0.9857,43,ok,0.1535,0.8049,1.162,1.1399,Phase 3 lead + clinical-stage pipeline,185.0,225.0,USD,2,inbound,2019-03-01,584,False,,,Positive Phase 3 EXPLORER-HCM study results | Breakthrough Therapy Designation for mavacamten
BSTC,BioSpecifics Technologies Corp.,Endo International plc,2020-10-19,2020-12-02,650.0,88.5,88.5,False,cash,0.5584,44,ok,-0.0626,0.277,-0.0166,-0.0966,Marketed + 1 approved drug (launching 2021),85.0,88.5,USD,2,inbound,2020-08-12,68,False,,,FDA approval of Qwo for cellulite | XIAFLEX marketed for Dupuytren's and Peyronie's | Phase 2 pipeline for CCH indications
PRVL,Prevail Therapeutics Inc.,Eli Lilly and Company,2020-12-15,2021-01-22,770.6,22.5,26.5,True,cash,1.3053,38,ok,-0.2434,-0.3436,-0.081,,Clinical-stage gene therapy,21.0,22.5,USD,20,both,2019-06-28,536,False,,,
VIE,"Viela Bio, Inc.",Horizon Therapeutics plc,2021-02-01,2021-03-15,2909.9,53.0,53.0,False,cash,0.4735,42,ok,0.2617,-0.1578,0.3991,,Approved/Marketed lead asset + Phase 3 pipeline,44.0,53.0,USD,9,both,2020-07-02,214,False,,,
PAND,"Pandion Therapeutics, Inc.","Merck & Co., Inc.",2021-02-25,2021-04-01,1770.9,60.0,60.0,False,cash,2.3113,35,ok,0.6021,0.0151,,,Phase 1a lead + preclinical platform,40.0,60.0,USD,2,inbound,2018-04-09,1053,False,,,Initial Public Offering | Positive Phase 1a data for PT-101
FPRX,"Five Prime Therapeutics, Inc.",Amgen Inc.,2021-03-04,2021-04-16,1745.8,38.0,38.0,False,cash,-0.0872,43,ok,6.8547,6.8547,6.8547,2.7845,"Clinical-stage, Phase 2 lead asset",25.0,38.0,USD,15,outbound,2019-07-29,584,False,,,FIGHT trial topline results (Bema) | $174.0 million public stock offering | Strategic interest from multiple parties | Amgen acquisition announcement
CNST,CONSTELLATION PHARMACEUTICALS INC,MorphoSys AG,2021-06-02,2021-07-15,1633.9,34.0,34.0,False,cash,0.5726,43,ok,-0.3443,0.1019,-0.3952,1.3197,Phase 3 lead + Phase 2 pipeline,29.0,34.0,USD,9,both,2020-07-30,307,False,,,
TBIO,"Translate Bio, Inc.",Sanofi,2021-08-03,2021-09-14,2872.5,38.0,38.0,False,cash,0.3023,42,ok,,,,,Clinical stage (MRT5005 and MRT5500),28.0,38.0,USD,4,both,2021-05-28,67,False,,,
XLRN,ACCELERON PHARMA INC,"Merck & Co., Inc.",2021-09-30,2021-11-19,11006.6,180.0,180.0,False,cash,0.3897,50,ok,-0.0105,-0.0488,0.3534,2.2051,Phase 3 lead + 1 approved drug,160.0,180.0,USD,4,both,2021-07-16,76,False,,,Sotatercept Phase 3 (STELLAR trial) prospects | Reblozyl commercialization and royalty stream
