file,week_ended,trigger,source,pre_close,post_close,change_pct,identified
collagenex_pharmaceuticals_inc_CGPI.md,2007-09-28,not identified in filings or news,Not identified,11.24,8.98,-20.1,False
collagenex_pharmaceuticals_inc_CGPI.md,2008-02-29,not identified in filings or news,Not identified,12.63,16.32,29.2,False
colucid_pharmaceuticals_inc_CLCD.md,,Trigger event,Event source,,,,True
colucid_pharmaceuticals_inc_CLCD.md,2015-09-18,not identified in filings or news,Not identified,6.42,7.97,24.1,False
colucid_pharmaceuticals_inc_CLCD.md,2015-09-25,not identified in filings or news,Not identified,7.97,5.29,-33.6,False
colucid_pharmaceuticals_inc_CLCD.md,2015-10-02,not identified in filings or news,Not identified,5.29,4.18,-21.0,False
colucid_pharmaceuticals_inc_CLCD.md,2015-12-04,not identified in filings or news,Not identified,5.16,7.0,35.7,False
colucid_pharmaceuticals_inc_CLCD.md,2016-07-01,not identified in filings or news,Not identified,6.43,9.62,49.6,False
colucid_pharmaceuticals_inc_CLCD.md,2016-09-02,not identified in filings or news,Not identified,8.6,10.66,24.0,False
colucid_pharmaceuticals_inc_CLCD.md,2016-09-09,not identified in filings or news,Not identified,10.66,21.86,105.1,False
colucid_pharmaceuticals_inc_CLCD.md,2016-09-16,not identified in filings or news,Not identified,21.86,28.13,28.7,False
colucid_pharmaceuticals_inc_CLCD.md,2016-09-30,not identified in filings or news,Not identified,31.36,38.15,21.7,False
colucid_pharmaceuticals_inc_CLCD.md,2016-11-11,not identified in filings or news,Not identified,28.8,35.2,22.2,False
colucid_pharmaceuticals_inc_CLCD.md,2017-01-20,not identified in filings or news,Not identified,34.3,46.25,34.8,False
concert_pharmaceuticals_inc_CNCE.md,,Trigger event,Event source,,,,True
concert_pharmaceuticals_inc_CNCE.md,2021-02-05,not identified in filings or news,Not identified,10.47,6.86,-34.5,False
concert_pharmaceuticals_inc_CNCE.md,2021-03-26,not identified in filings or news,Not identified,6.16,4.89,-20.6,False
concert_pharmaceuticals_inc_CNCE.md,2021-11-05,not identified in filings or news,Not identified,2.74,3.67,33.9,False
concert_pharmaceuticals_inc_CNCE.md,2022-03-18,not identified in filings or news,Not identified,2.77,3.56,28.5,False
concert_pharmaceuticals_inc_CNCE.md,2022-05-13,not identified in filings or news,Not identified,3.2,3.95,23.4,False
concert_pharmaceuticals_inc_CNCE.md,2022-05-27,not identified in filings or news,Not identified,4.49,5.88,31.0,False
concert_pharmaceuticals_inc_CNCE.md,2022-06-03,not identified in filings or news,Not identified,5.88,4.53,-23.0,False
concert_pharmaceuticals_inc_CNCE.md,2022-07-08,not identified in filings or news,Not identified,4.27,5.17,21.1,False
concert_pharmaceuticals_inc_CNCE.md,2022-07-29,not identified in filings or news,Not identified,4.48,5.6,25.0,False
concert_pharmaceuticals_inc_CNCE.md,2023-01-06,not identified in filings or news,Not identified,5.84,7.49,28.3,False
constellation_pharmaceuticals_inc_CNST.md,,Trigger event,Event source,,,,True
constellation_pharmaceuticals_inc_CNST.md,2019-06-28,not identified in filings or news,Not identified,10.2,12.28,20.4,False
constellation_pharmaceuticals_inc_CNST.md,2019-10-04,not identified in filings or news,Not identified,6.43,8.29,28.9,False
constellation_pharmaceuticals_inc_CNST.md,2019-10-18,not identified in filings or news,Not identified,8.71,12.73,46.2,False
constellation_pharmaceuticals_inc_CNST.md,2019-11-08,not identified in filings or news,Not identified,14.13,30.91,118.8,False
constellation_pharmaceuticals_inc_CNST.md,2019-11-15,not identified in filings or news,Not identified,30.91,38.48,24.5,False
constellation_pharmaceuticals_inc_CNST.md,2020-03-27,not identified in filings or news,Not identified,25.9,32.69,26.2,False
constellation_pharmaceuticals_inc_CNST.md,2020-05-08,not identified in filings or news,Not identified,35.75,49.22,37.7,False
constellation_pharmaceuticals_inc_CNST.md,2020-12-11,not identified in filings or news,Not identified,22.64,29.49,30.3,False
constellation_pharmaceuticals_inc_CNST.md,2021-02-26,not identified in filings or news,Not identified,36.84,25.2,-31.6,False
constellation_pharmaceuticals_inc_CNST.md,2021-06-04,not identified in filings or news,Not identified,19.81,33.84,70.8,False
cotherix_inc_CTRX.md,,Trigger event,Event source,,,,True
cougar_biotechnology_inc_CGRB.md,,Trigger event,Event source,,,,True
cougar_biotechnology_inc_CGRB.md,2007-10-05,not identified in filings or news,Not identified,25.5,31.25,22.5,False
cougar_biotechnology_inc_CGRB.md,2008-11-14,not identified in filings or news,Not identified,21.84,17.46,-20.1,False
cougar_biotechnology_inc_CGRB.md,2008-11-28,not identified in filings or news,Not identified,18.77,24.2,28.9,False
cougar_biotechnology_inc_CGRB.md,2009-05-22,not identified in filings or news,Not identified,35.14,42.82,21.9,False
cti_biopharma_corp_CTIC.md,,Trigger event,Event source,,,,True
cti_biopharma_corp_CTIC.md,2021-12-03,not identified in filings or news,Not identified,2.48,1.61,-35.1,False
cti_biopharma_corp_CTIC.md,2022-03-04,not identified in filings or news,Not identified,2.37,3.94,66.2,False
cti_biopharma_corp_CTIC.md,2022-03-25,not identified in filings or news,Not identified,4.18,5.23,25.1,False
cti_biopharma_corp_CTIC.md,2022-08-12,not identified in filings or news,Not identified,7.43,5.79,-22.1,False
cti_biopharma_corp_CTIC.md,2023-04-21,not identified in filings or news,Not identified,4.26,5.3,24.4,False
cti_biopharma_corp_CTIC.md,2023-05-12,not identified in filings or news,Not identified,4.9,8.96,82.9,False
cubist_pharmaceuticals_cbst.md,,Trigger event,Event source,,,,True
cubist_pharmaceuticals_cbst.md,2014-12-12,Merger announcement: Merck to acquire Cubist for $102.00 per share,"Press release issued December 8, 2014 before NASDAQ opening; Merger Agreement executed December 8, 2014 (SC 14D9 Item 2(b), accession 0001193125-14-447759)",74.36,96.31,29.5,True
curevac_n_v_CVAC.md,,Trigger event,Event source,,,,True
curevac_n_v_CVAC.md,2023-12-22,not identified in filings or news,Not identified,6.12,4.06,-33.7,False
curevac_n_v_CVAC.md,2024-05-03,not identified in filings or news,Not identified,2.33,3.13,34.3,False
curevac_n_v_CVAC.md,2024-09-13,not identified in filings or news,Not identified,2.74,3.44,25.5,False
curevac_n_v_CVAC.md,2025-04-11,not identified in filings or news,Not identified,2.59,3.19,23.2,False
curevac_n_v_CVAC.md,2025-06-13,not identified in filings or news,Not identified,4.41,5.57,26.3,False
cymabay_therapeutics_inc_CBAY.md,,Trigger event,Event source,,,,True
cymabay_therapeutics_inc_CBAY.md,2022-06-24,not identified in filings or news,Not identified,1.97,2.82,43.1,False
cymabay_therapeutics_inc_CBAY.md,2022-07-08,not identified in filings or news,Not identified,2.77,3.44,24.2,False
cymabay_therapeutics_inc_CBAY.md,2022-08-05,not identified in filings or news,Not identified,3.13,4.25,35.8,False
cymabay_therapeutics_inc_CBAY.md,2022-12-02,not identified in filings or news,Not identified,3.3,4.11,24.5,False
cymabay_therapeutics_inc_CBAY.md,2023-06-30,not identified in filings or news,Not identified,7.95,10.95,37.7,False
cymabay_therapeutics_inc_CBAY.md,2024-02-16,not identified in filings or news,Not identified,25.69,32.18,25.3,False
cypress_bioscience_inc_CYPB.md,,Trigger event,Event source,,,,True
cypress_bioscience_inc_CYPB.md,2009-01-16,not identified in filings or news,Not identified,7.34,9.44,28.6,False
cypress_bioscience_inc_CYPB.md,2010-06-25,not identified in filings or news,Not identified,4.34,2.36,-45.6,False
cypress_bioscience_inc_CYPB.md,2010-07-23,not identified in filings or news,Not identified,2.5,3.5,40.0,False
cypress_bioscience_inc_CYPB.md,2010-12-10,not identified in filings or news,Not identified,4.07,4.93,21.1,False
day_one_biopharmaceuticals_inc_DAWN.md,,Trigger event,Event source,,,,True
day_one_biopharmaceuticals_inc_DAWN.md,2025-02-28,not identified in filings or news,Not identified,12.43,9.06,-27.1,False
day_one_biopharmaceuticals_inc_DAWN.md,2025-11-07,not identified in filings or news,Not identified,7.44,9.73,30.8,False
day_one_biopharmaceuticals_inc_DAWN.md,2026-03-06,not identified in filings or news,Not identified,10.6,21.2,100.0,False
decibel_therapeutics_inc_DBTX.md,,Trigger event,Event source,,,,True
decibel_therapeutics_inc_DBTX.md,2021-12-17,not identified in filings or news,Not identified,5.98,4.57,-23.6,False
decibel_therapeutics_inc_DBTX.md,2022-07-01,not identified in filings or news,Not identified,2.49,4.12,65.5,False
decibel_therapeutics_inc_DBTX.md,2022-07-08,not identified in filings or news,Not identified,4.12,4.98,20.9,False
decibel_therapeutics_inc_DBTX.md,2022-09-23,not identified in filings or news,Not identified,5.01,3.82,-23.8,False
decibel_therapeutics_inc_DBTX.md,2022-10-21,not identified in filings or news,Not identified,2.96,3.93,32.8,False
decibel_therapeutics_inc_DBTX.md,2023-01-06,not identified in filings or news,Not identified,2.05,2.54,23.9,False
decibel_therapeutics_inc_DBTX.md,2023-01-27,not identified in filings or news,Not identified,2.59,3.34,29.0,False
decibel_therapeutics_inc_DBTX.md,2023-02-10,not identified in filings or news,Not identified,3.25,4.32,32.8,False
decibel_therapeutics_inc_DBTX.md,2023-03-24,not identified in filings or news,Not identified,3.34,2.65,-20.7,False
decibel_therapeutics_inc_DBTX.md,2023-04-14,not identified in filings or news,Not identified,3.11,2.41,-22.5,False
decibel_therapeutics_inc_DBTX.md,2023-05-19,not identified in filings or news,Not identified,3.61,4.43,22.7,False
decibel_therapeutics_inc_DBTX.md,2023-08-11,not identified in filings or news,Not identified,3.03,5.11,68.6,False
deciphera_pharmaceuticals_inc_DCPH.md,,Trigger event,Event source,,,,True
deciphera_pharmaceuticals_inc_DCPH.md,2022-08-05,not identified in filings or news,Not identified,12.69,16.51,30.1,False
deciphera_pharmaceuticals_inc_DCPH.md,2023-01-06,not identified in filings or news,Not identified,16.39,21.61,31.8,False
deciphera_pharmaceuticals_inc_DCPH.md,2024-05-03,not identified in filings or news,Not identified,14.65,25.38,73.2,False
dermira_inc_DERM.md,,Trigger event,Event source,,,,True
dermira_inc_DERM.md,2018-03-09,not identified in filings or news,Not identified,25.16,9.43,-62.5,False
dermira_inc_DERM.md,2018-05-25,not identified in filings or news,Not identified,10.8,8.52,-21.1,False
dermira_inc_DERM.md,2018-12-21,not identified in filings or news,Not identified,9.89,7.55,-23.7,False
dermira_inc_DERM.md,2019-03-22,not identified in filings or news,Not identified,6.84,12.99,89.9,False
dermira_inc_DERM.md,2019-10-18,not identified in filings or news,Not identified,5.69,7.16,25.8,False
dermira_inc_DERM.md,2019-12-13,not identified in filings or news,Not identified,7.88,12.7,61.2,False
dermira_inc_DERM.md,2020-01-10,not identified in filings or news,Not identified,14.65,19.16,30.8,False
dicerna_pharmaceuticals_drna.md,,Trigger event,Event source,,,,True
dicerna_pharmaceuticals_drna.md,2021-08-06,Sharp mid-week decline (high $38.04 to close $27.25) coinciding with the period in which Novo approached Dicerna about the Novo Expansion; the exact event is not identified in SEC filings or the news pull. The SC 14D9 states Novo approached Dicerna in August 2021 but the decline's timing may reflect unrelated biotech sector or company-specific news not identifiable from sources available,not identified in filings or news,37.51,27.25,-27.4,False
dicerna_pharmaceuticals_drna.md,2021-08-13,Continued selloff the week after the August 2021 sharp decline; trigger not identified in filings or news,not identified in filings or news,27.25,20.58,-24.5,False
dicerna_pharmaceuticals_drna.md,2021-11-19,"Announcement of Merger Agreement with Novo Nordisk at $38.25 per share on November 18, 2021","8-K (0001193125-21-333251), SC 14D9 (0001193125-21-340461)",22.16,37.92,71.1,True
digene_corp_DIGE.md,,Trigger event,Event source,,,,True
digene_corp_DIGE.md,2007-06-08,not identified in filings or news,Not identified,44.77,56.25,25.6,False
dimension_therapeutics_inc_DMTX.md,,Trigger event,Event source,,,,True
dimension_therapeutics_inc_DMTX.md,2016-04-15,not identified in filings or news,Not identified,6.56,8.2,25.0,False
dimension_therapeutics_inc_DMTX.md,2016-05-06,not identified in filings or news,Not identified,7.11,5.47,-23.1,False
dimension_therapeutics_inc_DMTX.md,2016-06-17,not identified in filings or news,Not identified,10.15,7.68,-24.3,False
dimension_therapeutics_inc_DMTX.md,2016-09-09,not identified in filings or news,Not identified,5.89,8.55,45.2,False
dimension_therapeutics_inc_DMTX.md,2016-10-28,not identified in filings or news,Not identified,7.2,5.23,-27.4,False
dimension_therapeutics_inc_DMTX.md,2016-11-11,not identified in filings or news,Not identified,4.55,5.75,26.4,False
dimension_therapeutics_inc_DMTX.md,2017-02-03,not identified in filings or news,Not identified,4.4,1.9,-56.8,False
dimension_therapeutics_inc_DMTX.md,2017-08-25,not identified in filings or news,Not identified,1.3,3.15,142.3,False
dimension_therapeutics_inc_DMTX.md,2017-09-22,not identified in filings or news,Not identified,4.2,5.9,40.5,False
dova_pharmaceuticals_inc_DOVA.md,,Trigger event,Event source,,,,True
dova_pharmaceuticals_inc_DOVA.md,2018-06-08,not identified in filings or news,Not identified,23.49,28.81,22.6,False
dova_pharmaceuticals_inc_DOVA.md,2018-07-13,not identified in filings or news,Not identified,29.21,23.3,-20.2,False
dova_pharmaceuticals_inc_DOVA.md,2018-12-21,not identified in filings or news,Not identified,14.81,6.8,-54.1,False
dova_pharmaceuticals_inc_DOVA.md,2019-06-28,not identified in filings or news,Not identified,8.93,14.1,57.9,False
dova_pharmaceuticals_inc_DOVA.md,2019-09-27,not identified in filings or news,Not identified,15.1,20.19,33.7,False
dova_pharmaceuticals_inc_DOVA.md,2019-10-04,not identified in filings or news,Not identified,20.19,28.2,39.7,False
durata_therapeutics_inc_DRTX.md,,Trigger event,Event source,,,,True
durata_therapeutics_inc_DRTX.md,2013-11-29,not identified in filings or news,Not identified,10.2,12.32,20.8,False
durata_therapeutics_inc_DRTX.md,2014-10-10,not identified in filings or news,Not identified,13.88,23.56,69.7,False
durect_corp_DRRX.md,,Trigger event,Event source,,,,True
durect_corp_DRRX.md,2023-11-03,not identified in filings or news,Not identified,2.24,2.73,21.9,False
durect_corp_DRRX.md,2023-11-10,not identified in filings or news,Not identified,2.73,0.53,-80.6,False
durect_corp_DRRX.md,2024-02-16,not identified in filings or news,Not identified,0.77,1.04,35.1,False
durect_corp_DRRX.md,2024-03-15,not identified in filings or news,Not identified,1.01,1.29,27.7,False
durect_corp_DRRX.md,2024-04-05,not identified in filings or news,Not identified,1.21,0.93,-23.0,False
durect_corp_DRRX.md,2024-05-03,not identified in filings or news,Not identified,0.93,1.16,24.6,False
durect_corp_DRRX.md,2024-05-24,not identified in filings or news,Not identified,0.93,1.3,39.8,False
durect_corp_DRRX.md,2024-05-31,not identified in filings or news,Not identified,1.3,1.71,31.5,False
durect_corp_DRRX.md,2024-08-16,not identified in filings or news,Not identified,1.43,1.12,-21.7,False
durect_corp_DRRX.md,2024-08-23,not identified in filings or news,Not identified,1.12,1.43,27.7,False
durect_corp_DRRX.md,2024-11-15,not identified in filings or news,Not identified,1.33,1.01,-24.1,False
durect_corp_DRRX.md,2024-12-20,not identified in filings or news,Not identified,0.75,0.95,26.7,False
durect_corp_DRRX.md,2025-05-09,not identified in filings or news,Not identified,0.6,0.73,22.1,False
durect_corp_DRRX.md,2025-08-01,not identified in filings or news,Not identified,0.57,1.83,223.4,False
dusa_pharmaceuticals_inc_DUSA.md,,Trigger event,Event source,,,,True
dusa_pharmaceuticals_inc_DUSA.md,2011-03-04,not identified in filings or news,Not identified,3.02,3.95,30.8,False
dusa_pharmaceuticals_inc_DUSA.md,2012-03-09,not identified in filings or news,Not identified,4.7,6.06,28.9,False
dusa_pharmaceuticals_inc_DUSA.md,2012-11-09,not identified in filings or news,Not identified,6.15,7.96,29.4,False
dynavax_technologies_corp_DVAX.md,,Trigger event,Event source,,,,True
dynavax_technologies_corp_DVAX.md,2025-12-26,not identified in filings or news,Not identified,10.86,15.38,41.6,False
elan_corp_plc_ELN.md,,Trigger event,Event source,,,,True
elevation_oncology_inc_ELEV.md,,Trigger event,Event source,,,,True
elevation_oncology_inc_ELEV.md,2023-08-04,not identified in filings or news,Not identified,1.27,0.98,-22.8,False
elevation_oncology_inc_ELEV.md,2023-11-17,not identified in filings or news,Not identified,0.38,0.5,31.6,False
elevation_oncology_inc_ELEV.md,2024-01-05,not identified in filings or news,Not identified,0.54,0.87,62.9,False
elevation_oncology_inc_ELEV.md,2024-01-12,not identified in filings or news,Not identified,0.87,2.74,213.3,False
elevation_oncology_inc_ELEV.md,2024-03-01,not identified in filings or news,Not identified,2.56,5.01,95.7,False
elevation_oncology_inc_ELEV.md,2024-06-21,not identified in filings or news,Not identified,3.23,2.56,-20.7,False
elevation_oncology_inc_ELEV.md,2024-08-09,not identified in filings or news,Not identified,2.37,0.78,-67.2,False
elevation_oncology_inc_ELEV.md,2024-11-08,not identified in filings or news,Not identified,0.54,0.65,21.2,False
elevation_oncology_inc_ELEV.md,2025-03-21,not identified in filings or news,Not identified,0.53,0.3,-43.7,False
elevation_oncology_inc_ELEV.md,2025-04-18,not identified in filings or news,Not identified,0.28,0.39,37.9,False
encysive_pharmaceuticals_inc_ENCY.md,,Trigger event,Event source,,,,True
encysive_pharmaceuticals_inc_ENCY.md,2006-03-31,not identified in filings or news,Not identified,9.08,4.89,-46.1,False
encysive_pharmaceuticals_inc_ENCY.md,2006-05-26,not identified in filings or news,Not identified,3.37,4.52,34.1,False
encysive_pharmaceuticals_inc_ENCY.md,2006-06-02,not identified in filings or news,Not identified,4.52,5.82,28.8,False
encysive_pharmaceuticals_inc_ENCY.md,2006-06-16,not identified in filings or news,Not identified,5.43,6.75,24.3,False
encysive_pharmaceuticals_inc_ENCY.md,2006-07-28,not identified in filings or news,Not identified,6.31,3.9,-38.2,False
encysive_pharmaceuticals_inc_ENCY.md,2006-10-13,not identified in filings or news,Not identified,4.37,5.27,20.6,False
encysive_pharmaceuticals_inc_ENCY.md,2006-12-29,not identified in filings or news,Not identified,5.84,4.21,-27.9,False
encysive_pharmaceuticals_inc_ENCY.md,2007-04-06,not identified in filings or news,Not identified,2.71,3.76,38.7,False
encysive_pharmaceuticals_inc_ENCY.md,2007-06-22,not identified in filings or news,Not identified,4.1,1.89,-53.9,False
encysive_pharmaceuticals_inc_ENCY.md,2007-07-20,not identified in filings or news,Not identified,1.68,2.05,22.0,False
encysive_pharmaceuticals_inc_ENCY.md,2007-11-09,not identified in filings or news,Not identified,1.25,0.77,-38.4,False
encysive_pharmaceuticals_inc_ENCY.md,2007-11-16,not identified in filings or news,Not identified,0.77,0.6,-22.1,False
encysive_pharmaceuticals_inc_ENCY.md,2007-11-23,not identified in filings or news,Not identified,0.6,0.94,56.7,False
encysive_pharmaceuticals_inc_ENCY.md,2007-11-30,not identified in filings or news,Not identified,0.94,0.67,-28.7,False
encysive_pharmaceuticals_inc_ENCY.md,2007-12-07,not identified in filings or news,Not identified,0.67,0.82,22.4,False
encysive_pharmaceuticals_inc_ENCY.md,2008-02-22,not identified in filings or news,Not identified,0.85,2.26,165.7,False
endo_pharmaceuticals_solutions_inc_ENDP.md,,Trigger event,Event source,,,,True
endo_pharmaceuticals_solutions_inc_ENDP.md,2008-06-06,not identified in filings or news,Not identified,4.49,1.38,-69.3,False
endo_pharmaceuticals_solutions_inc_ENDP.md,2008-09-26,not identified in filings or news,Not identified,1.95,3.51,80.0,False
endo_pharmaceuticals_solutions_inc_ENDP.md,2008-10-10,not identified in filings or news,Not identified,2.84,2.01,-29.2,False
endo_pharmaceuticals_solutions_inc_ENDP.md,2008-10-31,not identified in filings or news,Not identified,2.22,2.67,20.3,False
endo_pharmaceuticals_solutions_inc_ENDP.md,2008-11-28,not identified in filings or news,Not identified,1.86,2.5,34.4,False
endo_pharmaceuticals_solutions_inc_ENDP.md,2009-01-09,not identified in filings or news,Not identified,3.15,5.31,68.6,False
entasis_therapeutics_holdings_inc_ETTX.md,,Trigger event,Event source,,,,True
entasis_therapeutics_holdings_inc_ETTX.md,2020-07-17,not identified in filings or news,Not identified,2.94,3.91,33.0,False
entasis_therapeutics_holdings_inc_ETTX.md,2020-07-24,not identified in filings or news,Not identified,3.91,3.01,-23.0,False
entasis_therapeutics_holdings_inc_ETTX.md,2021-01-22,not identified in filings or news,Not identified,2.64,3.47,31.4,False
entasis_therapeutics_holdings_inc_ETTX.md,2021-02-26,not identified in filings or news,Not identified,3.37,2.66,-21.1,False
entasis_therapeutics_holdings_inc_ETTX.md,2021-03-26,not identified in filings or news,Not identified,2.82,2.05,-27.3,False
entasis_therapeutics_holdings_inc_ETTX.md,2021-05-21,not identified in filings or news,Not identified,1.96,2.38,21.4,False
entasis_therapeutics_holdings_inc_ETTX.md,2021-09-24,not identified in filings or news,Not identified,3.11,3.77,21.2,False
entasis_therapeutics_holdings_inc_ETTX.md,2022-02-04,not identified in filings or news,Not identified,1.55,1.88,21.3,False
entasis_therapeutics_holdings_inc_ETTX.md,2022-05-27,not identified in filings or news,Not identified,1.8,2.19,21.4,False
epizyme_inc_EPZM.md,,Trigger event,Event source,,,,True
epizyme_inc_EPZM.md,2022-01-28,not identified in filings or news,Not identified,2.07,1.06,-48.8,False
epizyme_inc_EPZM.md,2022-02-04,not identified in filings or news,Not identified,1.06,1.49,40.6,False
epizyme_inc_EPZM.md,2022-04-08,not identified in filings or news,Not identified,1.14,0.87,-23.7,False
epizyme_inc_EPZM.md,2022-05-13,not identified in filings or news,Not identified,0.66,0.52,-21.4,False
epizyme_inc_EPZM.md,2022-06-24,not identified in filings or news,Not identified,0.69,0.95,38.6,False
epizyme_inc_EPZM.md,2022-07-01,not identified in filings or news,Not identified,0.95,1.48,55.1,False
eurand_n_v_EURX.md,,Trigger event,Event source,,,,True
eurand_n_v_EURX.md,2010-03-12,not identified in filings or news,Not identified,9.1,11.05,21.4,False
evoke_pharma_inc_EVOK.md,,Trigger event,Event source,,,,True
evoke_pharma_inc_EVOK.md,2024-01-12,not identified in filings or news,Not identified,1.0,0.75,-25.0,False
evoke_pharma_inc_EVOK.md,2024-06-21,not identified in filings or news,Not identified,0.47,0.61,29.3,False
evoke_pharma_inc_EVOK.md,2024-08-02,not identified in filings or news,Not identified,0.5,5.31,959.7,False
evoke_pharma_inc_EVOK.md,2024-08-23,not identified in filings or news,Not identified,5.75,4.41,-23.3,False
evoke_pharma_inc_EVOK.md,2025-03-21,not identified in filings or news,Not identified,3.82,2.82,-26.2,False
evoke_pharma_inc_EVOK.md,2025-04-25,not identified in filings or news,Not identified,2.15,2.58,20.0,False
evoke_pharma_inc_EVOK.md,2025-07-11,not identified in filings or news,Not identified,2.72,6.01,121.0,False
evoke_pharma_inc_EVOK.md,2025-07-18,not identified in filings or news,Not identified,6.01,4.56,-24.1,False
evoke_pharma_inc_EVOK.md,2025-11-07,not identified in filings or news,Not identified,5.15,10.69,107.6,False
five_prime_therapeutics_inc_fprx.md,,Trigger event,Event source,,,,True
five_prime_therapeutics_inc_fprx.md,2019-06-07,Pre-FIGHT data: stock decline from $12.72 (2019-03-22) to $6.10; investors discounting pipeline execution risks and lack of near-term inflection points,market price action; no specific disclosed event,12.72,6.1,-52.1,True
five_prime_therapeutics_inc_fprx.md,2020-11-13,"Announcement of positive FIGHT trial topline results on November 10, 2020: Bemarituzumab plus chemotherapy demonstrated statistically significant progression-free survival, overall survival, and response rate benefit vs. placebo plus chemotherapy in front-line FGFR2b+/HER2- gastric and GEJ cancer; Five Prime raises $174M in public offering",SC 14D9 narrative and November 10 press release,28.3,34.05,20.3,True
five_prime_therapeutics_inc_fprx.md,2021-01-08,Strategic interest from multiple parties materializes: Competition among collaboration and acquisition parties (Parties A–G and Amgen) for Bema-focused partnerships; Amgen initial interest signals validation of asset; market prices in acquisition premium potential ahead of formal announcement,"SC 14D9 Section ""Item 3. Past Contacts..."" and ""Item 4. The Solicitation or Recommendation""",40.75,44.95,10.3,True
five_prime_therapeutics_inc_fprx.md,2021-03-05,"Announcement of Amgen agreement and pending tender offer at $38 per share on March 4, 2021 (announced pre-market March 4); tender offer commences March 18","Joint press release by Five Prime and Amgen on March 4, 2021; SC 14D9 Item 2; 8-K filed March 4",35.27,38.05,7.9,True
flexion_therapeutics_inc_FLXN.md,,Trigger event,Event source,,,,True
flexion_therapeutics_inc_FLXN.md,2020-03-13,not identified in filings or news,Not identified,14.48,9.74,-32.7,False
flexion_therapeutics_inc_FLXN.md,2020-03-20,not identified in filings or news,Not identified,9.74,6.0,-38.4,False
flexion_therapeutics_inc_FLXN.md,2020-03-27,not identified in filings or news,Not identified,6.0,8.21,36.8,False
flexion_therapeutics_inc_FLXN.md,2020-04-10,not identified in filings or news,Not identified,6.65,8.84,32.9,False
flexion_therapeutics_inc_FLXN.md,2021-08-27,not identified in filings or news,Not identified,4.68,6.0,28.2,False
flexion_therapeutics_inc_FLXN.md,2021-10-15,not identified in filings or news,Not identified,5.78,9.44,63.3,False
forma_therapeutics_holdings_inc_FMTX.md,,Trigger event,Event source,,,,True
forma_therapeutics_holdings_inc_FMTX.md,2020-12-18,not identified in filings or news,Not identified,46.18,36.55,-20.9,False
forma_therapeutics_holdings_inc_FMTX.md,2021-10-08,not identified in filings or news,Not identified,24.08,18.73,-22.2,False
forma_therapeutics_holdings_inc_FMTX.md,2022-06-24,not identified in filings or news,Not identified,5.69,7.03,23.6,False
forma_therapeutics_holdings_inc_FMTX.md,2022-07-08,not identified in filings or news,Not identified,7.12,8.68,21.9,False
forma_therapeutics_holdings_inc_FMTX.md,2022-08-05,not identified in filings or news,Not identified,8.28,10.18,22.9,False
forma_therapeutics_holdings_inc_FMTX.md,2022-09-02,not identified in filings or news,Not identified,12.49,19.98,60.0,False
forty_seven_inc_FTSV.md,,Trigger event,Event source,,,,True
forty_seven_inc_FTSV.md,2018-11-30,not identified in filings or news,Not identified,15.33,18.58,21.2,False
forty_seven_inc_FTSV.md,2018-12-14,not identified in filings or news,Not identified,18.41,22.93,24.6,False
forty_seven_inc_FTSV.md,2018-12-21,not identified in filings or news,Not identified,22.93,16.95,-26.1,False
forty_seven_inc_FTSV.md,2019-05-17,not identified in filings or news,Not identified,18.7,12.04,-35.6,False
forty_seven_inc_FTSV.md,2019-11-01,not identified in filings or news,Not identified,5.86,7.55,28.8,False
forty_seven_inc_FTSV.md,2019-11-15,not identified in filings or news,Not identified,8.75,10.69,22.2,False
forty_seven_inc_FTSV.md,2019-12-13,not identified in filings or news,Not identified,14.44,35.75,147.6,False
forty_seven_inc_FTSV.md,2020-01-17,not identified in filings or news,Not identified,35.28,45.74,29.6,False
forty_seven_inc_FTSV.md,2020-03-06,not identified in filings or news,Not identified,58.0,94.35,62.7,False
g1_therapeutics_inc_GTHX.md,,Trigger event,Event source,,,,True
g1_therapeutics_inc_GTHX.md,2022-11-04,not identified in filings or news,Not identified,11.01,8.32,-24.4,False
g1_therapeutics_inc_GTHX.md,2022-11-18,not identified in filings or news,Not identified,8.5,6.47,-23.9,False
g1_therapeutics_inc_GTHX.md,2023-01-13,not identified in filings or news,Not identified,5.19,6.32,21.8,False
g1_therapeutics_inc_GTHX.md,2023-02-17,not identified in filings or news,Not identified,7.13,4.02,-43.6,False
g1_therapeutics_inc_GTHX.md,2023-09-22,not identified in filings or news,Not identified,1.54,1.23,-20.1,False
g1_therapeutics_inc_GTHX.md,2023-10-20,not identified in filings or news,Not identified,1.14,1.47,28.9,False
g1_therapeutics_inc_GTHX.md,2023-12-08,not identified in filings or news,Not identified,2.0,3.14,57.0,False
g1_therapeutics_inc_GTHX.md,2024-02-16,not identified in filings or news,Not identified,4.53,2.38,-47.5,False
g1_therapeutics_inc_GTHX.md,2024-03-01,not identified in filings or news,Not identified,2.22,3.73,68.0,False
g1_therapeutics_inc_GTHX.md,2024-03-22,not identified in filings or news,Not identified,3.11,4.0,28.6,False
g1_therapeutics_inc_GTHX.md,2024-07-12,not identified in filings or news,Not identified,2.51,3.19,27.1,False
g1_therapeutics_inc_GTHX.md,2024-08-09,not identified in filings or news,Not identified,3.98,7.09,78.1,False
genelabs_technologies_inc_ca_GNLB.md,,Trigger event,Event source,,,,True
