file,ticker,week_ended,open,high,low,close,volume,shares_out,market_cap,adj_close
celator_pharmaceuticals_inc_cpxx.md,CPXX,2015-05-08,11.13,11.68,10.98,11.46,389087.0,33741872.0,386.7,11.46
celator_pharmaceuticals_inc_cpxx.md,CPXX,2015-05-15,11.46,11.89,11.2,11.57,278268.0,33741872.0,390.4,11.57
celator_pharmaceuticals_inc_cpxx.md,CPXX,2015-05-22,11.57,12.14,11.3,11.78,362050.0,33741872.0,397.4,11.78
celator_pharmaceuticals_inc_cpxx.md,CPXX,2015-05-29,11.78,12.6,11.5,12.26,347193.0,33741872.0,413.5,12.26
celator_pharmaceuticals_inc_cpxx.md,CPXX,2015-06-05,12.26,12.69,12.04,12.4,381648.0,33741872.0,418.4,12.4
celator_pharmaceuticals_inc_cpxx.md,CPXX,2015-06-12,12.39,12.89,12.24,12.62,420087.0,33741872.0,425.7,12.62
celator_pharmaceuticals_inc_cpxx.md,CPXX,2015-06-19,12.63,13.01,12.45,12.81,318509.0,33741872.0,432.1,12.81
celator_pharmaceuticals_inc_cpxx.md,CPXX,2015-06-26,12.83,13.73,12.5,13.65,364754.0,33799539.0,461.8,13.65
celator_pharmaceuticals_inc_cpxx.md,CPXX,2015-07-10,13.64,13.76,12.54,12.97,239851.0,33799539.0,438.6,12.97
celator_pharmaceuticals_inc_cpxx.md,CPXX,2015-07-17,12.94,13.43,12.65,13.03,263948.0,33799539.0,440.5,13.03
celator_pharmaceuticals_inc_cpxx.md,CPXX,2015-07-24,13.03,13.45,12.78,13.13,193854.0,33799539.0,443.8,13.13
celator_pharmaceuticals_inc_cpxx.md,CPXX,2015-07-31,13.15,13.6,12.82,13.4,167614.0,33799539.0,452.9,13.4
celator_pharmaceuticals_inc_cpxx.md,CPXX,2015-08-07,13.41,13.92,13.12,13.78,193557.0,33799539.0,465.3,13.78
celator_pharmaceuticals_inc_cpxx.md,CPXX,2015-08-14,13.79,13.96,12.32,12.67,357476.0,33799539.0,427.9,12.67
celator_pharmaceuticals_inc_cpxx.md,CPXX,2015-08-21,12.67,13.12,11.39,11.8,398976.0,33799539.0,398.7,11.8
celator_pharmaceuticals_inc_cpxx.md,CPXX,2015-08-28,11.75,12.8,11.28,12.41,423217.0,33799539.0,419.2,12.41
celator_pharmaceuticals_inc_cpxx.md,CPXX,2015-09-04,12.4,12.75,11.97,12.42,231850.0,33799539.0,419.4,12.42
celator_pharmaceuticals_inc_cpxx.md,CPXX,2015-09-11,12.42,12.92,11.81,12.16,356154.0,33799539.0,410.8,12.16
celator_pharmaceuticals_inc_cpxx.md,CPXX,2015-09-18,12.15,12.73,12.06,12.65,281695.0,33799539.0,427.3,12.65
celator_pharmaceuticals_inc_cpxx.md,CPXX,2015-09-25,12.64,13.19,12.47,13.02,307389.0,33799539.0,440.0,13.02
celator_pharmaceuticals_inc_cpxx.md,CPXX,2015-10-02,13.02,13.35,12.64,13.13,239456.0,33799539.0,443.8,13.13
celator_pharmaceuticals_inc_cpxx.md,CPXX,2015-10-09,13.14,13.59,12.98,13.39,273649.0,33799539.0,452.4,13.39
celator_pharmaceuticals_inc_cpxx.md,CPXX,2015-10-16,13.39,13.5,12.5,12.82,244925.0,33799539.0,433.2,12.82
celator_pharmaceuticals_inc_cpxx.md,CPXX,2015-10-23,12.81,13.2,12.08,12.25,271540.0,33799539.0,414.1,12.25
celator_pharmaceuticals_inc_cpxx.md,CPXX,2015-10-30,12.24,12.81,11.9,12.68,222318.0,33799539.0,428.1,12.68
celator_pharmaceuticals_inc_cpxx.md,CPXX,2015-11-06,12.68,13.35,12.53,13.26,290286.0,33799539.0,448.0,13.26
celator_pharmaceuticals_inc_cpxx.md,CPXX,2015-11-13,13.26,13.71,12.96,13.48,234268.0,34545524.0,466.1,13.48
celator_pharmaceuticals_inc_cpxx.md,CPXX,2015-11-20,13.5,14.21,13.29,13.96,264841.0,34545524.0,482.3,13.96
celator_pharmaceuticals_inc_cpxx.md,CPXX,2015-11-27,13.96,14.05,13.31,13.51,155825.0,34545524.0,466.5,13.51
celator_pharmaceuticals_inc_cpxx.md,CPXX,2015-12-04,13.52,14.15,13.3,14.05,263024.0,34545524.0,485.6,14.05
celator_pharmaceuticals_inc_cpxx.md,CPXX,2015-12-11,14.05,14.88,13.57,14.77,420405.0,34545524.0,510.2,14.77
celator_pharmaceuticals_inc_cpxx.md,CPXX,2015-12-18,14.77,15.5,14.5,15.4,419531.0,34545524.0,532.0,15.4
celator_pharmaceuticals_inc_cpxx.md,CPXX,2015-12-24,15.41,15.52,14.81,15.32,109451.0,34545524.0,529.1,15.32
celator_pharmaceuticals_inc_cpxx.md,CPXX,2015-12-31,15.32,15.5,14.84,15.35,87289.0,34545524.0,530.0,15.35
celator_pharmaceuticals_inc_cpxx.md,CPXX,2016-01-08,15.35,16.02,14.34,15.21,405836.0,34545524.0,525.1,15.21
celator_pharmaceuticals_inc_cpxx.md,CPXX,2016-01-15,15.21,16.19,14.85,15.67,418736.0,34545524.0,541.1,15.67
celator_pharmaceuticals_inc_cpxx.md,CPXX,2016-01-22,15.68,15.9,14.08,14.41,443873.0,34545524.0,497.7,14.41
celator_pharmaceuticals_inc_cpxx.md,CPXX,2016-01-29,14.42,14.72,13.39,13.6,390097.0,34545524.0,469.8,13.6
celator_pharmaceuticals_inc_cpxx.md,CPXX,2016-02-05,13.59,14.39,13.27,13.83,325000.0,34545524.0,477.7,13.83
celator_pharmaceuticals_inc_cpxx.md,CPXX,2016-02-12,13.83,14.18,12.94,13.49,348891.0,34545524.0,466.3,13.49
celator_pharmaceuticals_inc_cpxx.md,CPXX,2016-02-19,13.49,13.77,12.21,12.65,510559.0,34545524.0,436.8,12.65
celator_pharmaceuticals_inc_cpxx.md,CPXX,2016-02-26,12.66,13.22,11.94,12.39,433451.0,36386056.0,451.1,12.39
celator_pharmaceuticals_inc_cpxx.md,CPXX,2016-03-04,12.39,12.63,11.54,11.94,405068.0,36386056.0,434.4,11.94
celator_pharmaceuticals_inc_cpxx.md,CPXX,2016-03-11,11.94,1.7,1.62,1.68,3168123.0,36386056.0,61.1,1.68
celator_pharmaceuticals_inc_cpxx.md,CPXX,2016-03-18,1.68,9.9,1.68,8.94,22874149.0,36386056.0,325.3,8.94
celator_pharmaceuticals_inc_cpxx.md,CPXX,2016-03-25,8.9,9.53,8.65,9.3,3814816.0,36386056.0,338.4,9.3
celator_pharmaceuticals_inc_cpxx.md,CPXX,2016-04-01,9.27,9.68,8.9,9.48,2289595.0,36386056.0,344.7,9.48
celator_pharmaceuticals_inc_cpxx.md,CPXX,2016-04-08,9.47,10.6,9.4,10.41,2868929.0,36386056.0,378.9,10.41
celator_pharmaceuticals_inc_cpxx.md,CPXX,2016-04-15,10.42,14.15,10.2,13.84,4701779.0,36386056.0,503.4,13.84
celator_pharmaceuticals_inc_cpxx.md,CPXX,2016-04-22,13.86,14.99,13.74,14.99,2693191.0,36386056.0,545.8,14.99
celator_pharmaceuticals_inc_cpxx.md,CPXX,2016-04-29,14.96,15.4,14.76,14.84,1819270.0,36386056.0,539.9,14.84
celator_pharmaceuticals_inc_cpxx.md,CPXX,2016-05-06,14.84,17.19,14.73,16.98,3814752.0,42470256.0,721.6,16.98
celator_pharmaceuticals_inc_cpxx.md,CPXX,2016-05-13,16.99,17.47,16.27,16.38,1705563.0,42470256.0,695.7,16.38
celator_pharmaceuticals_inc_cpxx.md,CPXX,2016-05-20,16.36,17.18,16.05,16.9,2218988.0,42470256.0,718.3,16.9
celator_pharmaceuticals_inc_cpxx.md,CPXX,2016-05-27,16.91,17.73,16.9,17.5,1549625.0,42470256.0,743.2,17.5
celator_pharmaceuticals_inc_cpxx.md,CPXX,2016-06-03,30.14,30.25,30.1,30.24,7968127.0,42470256.0,1285.6,30.24
celator_pharmaceuticals_inc_cpxx.md,CPXX,2016-06-10,30.24,30.25,30.08,30.25,11278661.0,42470256.0,1286.3,30.25
celator_pharmaceuticals_inc_cpxx.md,CPXX,2016-06-17,30.19,30.25,30.15,30.25,7320777.0,42470256.0,1286.3,30.25
celator_pharmaceuticals_inc_cpxx.md,CPXX,2016-06-24,30.1,30.23,30.07,30.23,10789739.0,42470256.0,1285.1,30.23
celator_pharmaceuticals_inc_cpxx.md,CPXX,2016-07-01,30.16,30.25,30.15,30.25,4318681.0,42470256.0,1286.3,30.25
celator_pharmaceuticals_inc_cpxx.md,CPXX,2016-07-08,30.21,30.25,30.18,30.25,2823970.0,42470256.0,1286.3,30.25
celator_pharmaceuticals_inc_cpxx.md,CPXX,2016-07-15,30.25,30.25,30.25,30.25,1710105.0,42470256.0,1286.3,30.25
cellular_dynamics_international_inc_ICEL.md,ICEL,2013-07-26,11.0,11.2,9.5,10.14,3294773.0,15735579.0,159.6,10.14
cellular_dynamics_international_inc_ICEL.md,ICEL,2013-08-02,10.35,10.62,9.85,9.98,360870.0,15735579.0,157.0,9.98
cellular_dynamics_international_inc_ICEL.md,ICEL,2013-08-09,10.43,12.87,9.8,12.11,813359.0,15735579.0,190.6,12.11
cellular_dynamics_international_inc_ICEL.md,ICEL,2013-08-16,12.1,14.47,11.49,13.53,515759.0,15735579.0,212.9,13.53
cellular_dynamics_international_inc_ICEL.md,ICEL,2013-08-23,13.58,14.26,12.3,12.58,206686.0,15735579.0,198.0,12.58
cellular_dynamics_international_inc_ICEL.md,ICEL,2013-08-30,12.76,13.95,12.22,13.06,136500.0,15735579.0,205.5,13.06
cellular_dynamics_international_inc_ICEL.md,ICEL,2013-09-06,13.07,18.69,13.07,17.04,260527.0,15735579.0,268.1,17.04
cellular_dynamics_international_inc_ICEL.md,ICEL,2013-09-13,17.22,19.0,17.02,18.9,276305.0,15735579.0,297.4,18.9
cellular_dynamics_international_inc_ICEL.md,ICEL,2013-09-20,19.07,21.4,19.07,20.14,368741.0,15735579.0,316.9,20.14
cellular_dynamics_international_inc_ICEL.md,ICEL,2013-09-27,20.48,24.11,19.88,21.49,654449.0,15735579.0,338.2,21.49
cellular_dynamics_international_inc_ICEL.md,ICEL,2013-10-04,20.88,20.99,16.93,18.3,927481.0,15735579.0,288.0,18.3
cellular_dynamics_international_inc_ICEL.md,ICEL,2013-10-11,18.32,18.75,15.5,17.56,357384.0,15735579.0,276.3,17.56
cellular_dynamics_international_inc_ICEL.md,ICEL,2013-10-18,17.36,20.69,16.55,17.72,248656.0,15735579.0,278.8,17.72
cellular_dynamics_international_inc_ICEL.md,ICEL,2013-10-25,17.8,19.1,14.04,15.49,240736.0,15735579.0,243.7,15.49
cellular_dynamics_international_inc_ICEL.md,ICEL,2013-11-01,15.51,15.51,14.02,14.93,118581.0,15735579.0,234.9,14.93
cellular_dynamics_international_inc_ICEL.md,ICEL,2013-11-08,14.75,15.93,14.5,15.59,282253.0,15735579.0,245.3,15.59
cellular_dynamics_international_inc_ICEL.md,ICEL,2013-11-15,15.71,17.4,14.45,14.79,295539.0,15757613.0,233.1,14.79
cellular_dynamics_international_inc_ICEL.md,ICEL,2013-11-22,14.79,15.15,13.88,14.5,234203.0,15757613.0,228.5,14.5
cellular_dynamics_international_inc_ICEL.md,ICEL,2013-11-29,14.47,15.72,14.47,15.51,214360.0,15757613.0,244.4,15.51
cellular_dynamics_international_inc_ICEL.md,ICEL,2013-12-06,15.59,15.88,14.46,15.17,128182.0,15757613.0,239.0,15.17
cellular_dynamics_international_inc_ICEL.md,ICEL,2013-12-13,15.18,15.93,14.81,15.37,133407.0,15757613.0,242.2,15.37
cellular_dynamics_international_inc_ICEL.md,ICEL,2013-12-20,15.73,18.36,15.49,16.5,684577.0,15757613.0,260.0,16.5
cellular_dynamics_international_inc_ICEL.md,ICEL,2013-12-27,16.66,17.9,16.54,17.9,163072.0,15757613.0,282.1,17.9
cellular_dynamics_international_inc_ICEL.md,ICEL,2014-01-03,17.84,17.84,16.23,17.1,126969.0,15757613.0,269.5,17.1
cellular_dynamics_international_inc_ICEL.md,ICEL,2014-01-10,17.2,19.73,17.0,19.35,329850.0,15757613.0,304.9,19.35
cellular_dynamics_international_inc_ICEL.md,ICEL,2014-01-17,19.56,22.49,19.51,19.76,379862.0,15757613.0,311.4,19.76
cellular_dynamics_international_inc_ICEL.md,ICEL,2014-01-24,19.95,20.66,17.01,17.97,285822.0,15757613.0,283.2,17.97
cellular_dynamics_international_inc_ICEL.md,ICEL,2014-01-31,17.94,18.0,15.85,15.91,280269.0,15757613.0,250.7,15.91
cellular_dynamics_international_inc_ICEL.md,ICEL,2014-02-07,15.87,16.68,14.8,15.71,256761.0,15757613.0,247.6,15.71
cellular_dynamics_international_inc_ICEL.md,ICEL,2014-02-14,15.76,17.37,15.09,15.33,258510.0,15757613.0,241.6,15.33
cellular_dynamics_international_inc_ICEL.md,ICEL,2014-02-21,15.46,15.63,14.9,14.97,168035.0,15757613.0,235.9,14.97
cellular_dynamics_international_inc_ICEL.md,ICEL,2014-02-28,15.21,17.16,14.5,14.89,371423.0,15757613.0,234.6,14.89
cellular_dynamics_international_inc_ICEL.md,ICEL,2014-03-07,14.85,15.98,14.14,15.79,296953.0,15761725.0,248.9,15.79
cellular_dynamics_international_inc_ICEL.md,ICEL,2014-03-14,15.79,17.3,15.02,16.8,469696.0,15761725.0,264.8,16.8
cellular_dynamics_international_inc_ICEL.md,ICEL,2014-03-21,16.96,17.9,14.97,15.1,453000.0,15761725.0,238.0,15.1
cellular_dynamics_international_inc_ICEL.md,ICEL,2014-03-28,15.17,15.82,13.67,13.89,343500.0,15761725.0,218.9,13.89
cellular_dynamics_international_inc_ICEL.md,ICEL,2014-04-04,14.0,15.18,12.87,13.32,291300.0,15761725.0,209.9,13.32
cellular_dynamics_international_inc_ICEL.md,ICEL,2014-04-11,13.25,14.65,12.73,13.02,192547.0,15761725.0,205.2,13.02
cellular_dynamics_international_inc_ICEL.md,ICEL,2014-04-18,13.12,14.0,11.34,12.13,321659.0,15761725.0,191.2,12.13
cellular_dynamics_international_inc_ICEL.md,ICEL,2014-04-25,11.96,13.5,11.21,12.09,179861.0,15761725.0,190.6,12.09
cellular_dynamics_international_inc_ICEL.md,ICEL,2014-05-02,12.76,12.78,11.28,12.44,131139.0,15762725.0,196.1,12.44
cellular_dynamics_international_inc_ICEL.md,ICEL,2014-05-09,12.12,12.42,10.78,12.14,192212.0,15762725.0,191.4,12.14
cellular_dynamics_international_inc_ICEL.md,ICEL,2014-05-16,12.25,12.73,11.1,12.04,133200.0,15762725.0,189.8,12.04
cellular_dynamics_international_inc_ICEL.md,ICEL,2014-05-23,11.86,12.05,10.91,11.36,185075.0,15762725.0,179.1,11.36
cellular_dynamics_international_inc_ICEL.md,ICEL,2014-05-30,11.5,11.86,11.21,11.29,120926.0,15762725.0,178.0,11.29
cellular_dynamics_international_inc_ICEL.md,ICEL,2014-06-06,11.38,12.53,11.0,12.35,161112.0,15762725.0,194.7,12.35
cellular_dynamics_international_inc_ICEL.md,ICEL,2014-06-13,12.2,12.65,11.53,12.31,99043.0,15762725.0,194.0,12.31
cellular_dynamics_international_inc_ICEL.md,ICEL,2014-06-20,12.4,14.74,12.4,14.01,258103.0,15762725.0,220.8,14.01
cellular_dynamics_international_inc_ICEL.md,ICEL,2014-06-27,13.99,15.38,13.78,15.21,805410.0,15762725.0,239.8,15.21
cellular_dynamics_international_inc_ICEL.md,ICEL,2014-07-04,14.78,15.17,13.86,14.75,86737.0,15762725.0,232.5,14.75
cellular_dynamics_international_inc_ICEL.md,ICEL,2014-07-11,14.76,14.81,11.65,11.92,155496.0,15762725.0,187.9,11.92
cellular_dynamics_international_inc_ICEL.md,ICEL,2014-07-18,12.05,12.73,11.01,11.72,119609.0,15762725.0,184.7,11.72
cellular_dynamics_international_inc_ICEL.md,ICEL,2014-07-25,11.69,12.22,11.2,11.55,90919.0,15762725.0,182.1,11.55
cellular_dynamics_international_inc_ICEL.md,ICEL,2014-08-01,11.61,12.37,11.32,11.92,98143.0,15762725.0,187.9,11.92
cellular_dynamics_international_inc_ICEL.md,ICEL,2014-08-08,12.0,12.6,11.8,12.58,92440.0,15762725.0,198.3,12.58
cellular_dynamics_international_inc_ICEL.md,ICEL,2014-08-15,12.7,12.9,11.2,11.39,184880.0,15762725.0,179.5,11.39
cellular_dynamics_international_inc_ICEL.md,ICEL,2014-08-22,11.55,11.87,10.58,10.61,86884.0,15762725.0,167.2,10.61
cellular_dynamics_international_inc_ICEL.md,ICEL,2014-08-29,10.57,11.79,10.2,11.44,155062.0,15762725.0,180.3,11.44
cellular_dynamics_international_inc_ICEL.md,ICEL,2014-09-05,11.64,11.64,10.62,10.73,123002.0,15762725.0,169.1,10.73
cellular_dynamics_international_inc_ICEL.md,ICEL,2014-09-12,10.55,11.09,10.44,10.45,137538.0,15762725.0,164.7,10.45
cellular_dynamics_international_inc_ICEL.md,ICEL,2014-09-19,10.27,10.42,9.06,9.08,329015.0,15762725.0,143.1,9.08
cellular_dynamics_international_inc_ICEL.md,ICEL,2014-09-26,9.17,9.6,6.35,6.52,470097.0,15762725.0,102.8,6.52
cellular_dynamics_international_inc_ICEL.md,ICEL,2014-10-03,6.36,7.37,5.77,6.3,344092.0,15762725.0,99.3,6.3
cellular_dynamics_international_inc_ICEL.md,ICEL,2014-10-10,6.3,6.42,5.75,5.83,362064.0,15762725.0,91.9,5.83
cellular_dynamics_international_inc_ICEL.md,ICEL,2014-10-17,5.86,7.81,5.75,7.04,347361.0,15762725.0,111.0,7.04
cellular_dynamics_international_inc_ICEL.md,ICEL,2014-10-24,6.98,7.87,6.87,7.21,86004.0,15762725.0,113.7,7.21
cellular_dynamics_international_inc_ICEL.md,ICEL,2014-10-31,7.23,7.85,7.06,7.77,191611.0,15762725.0,122.5,7.77
cellular_dynamics_international_inc_ICEL.md,ICEL,2014-11-07,7.74,8.03,7.17,7.53,97517.0,15814008.0,119.1,7.53
cellular_dynamics_international_inc_ICEL.md,ICEL,2014-11-14,7.35,7.85,7.3,7.59,107725.0,15814008.0,120.0,7.59
cellular_dynamics_international_inc_ICEL.md,ICEL,2014-11-21,7.61,7.61,6.74,6.93,134255.0,15814008.0,109.6,6.93
cellular_dynamics_international_inc_ICEL.md,ICEL,2014-11-28,6.89,7.05,6.58,6.6,61953.0,15814008.0,104.4,6.6
cellular_dynamics_international_inc_ICEL.md,ICEL,2014-12-05,7.01,7.53,6.0,6.28,192564.0,15814008.0,99.3,6.28
cellular_dynamics_international_inc_ICEL.md,ICEL,2014-12-12,6.23,6.28,4.72,5.19,555110.0,15814008.0,82.1,5.19
cellular_dynamics_international_inc_ICEL.md,ICEL,2014-12-19,5.05,6.7,5.05,6.49,827286.0,15814008.0,102.6,6.49
cellular_dynamics_international_inc_ICEL.md,ICEL,2014-12-26,6.57,6.6,5.56,6.27,150511.0,15814008.0,99.2,6.27
cellular_dynamics_international_inc_ICEL.md,ICEL,2015-01-02,6.24,6.62,6.0,6.4,94735.0,15814008.0,101.2,6.4
cellular_dynamics_international_inc_ICEL.md,ICEL,2015-01-09,6.37,6.49,5.25,5.67,152086.0,15814008.0,89.7,5.67
cellular_dynamics_international_inc_ICEL.md,ICEL,2015-01-16,5.7,6.01,5.36,5.74,196809.0,15814008.0,90.8,5.74
cellular_dynamics_international_inc_ICEL.md,ICEL,2015-01-23,5.71,5.89,5.0,5.15,113808.0,15814008.0,81.4,5.15
cellular_dynamics_international_inc_ICEL.md,ICEL,2015-01-30,5.33,6.21,5.02,5.07,356729.0,15814008.0,80.2,5.07
cellular_dynamics_international_inc_ICEL.md,ICEL,2015-02-06,5.06,5.47,5.04,5.21,214561.0,15814008.0,82.4,5.21
cellular_dynamics_international_inc_ICEL.md,ICEL,2015-02-13,5.29,5.48,5.19,5.27,225634.0,15814008.0,83.3,5.27
cellular_dynamics_international_inc_ICEL.md,ICEL,2015-02-20,5.32,5.96,5.17,5.36,211384.0,15814008.0,84.8,5.36
cellular_dynamics_international_inc_ICEL.md,ICEL,2015-02-27,5.45,5.9,5.08,5.43,274637.0,15814008.0,85.9,5.43
cellular_dynamics_international_inc_ICEL.md,ICEL,2015-03-06,5.4,7.25,5.2,6.61,821869.0,15814008.0,104.5,6.61
cellular_dynamics_international_inc_ICEL.md,ICEL,2015-03-13,6.7,7.65,6.5,7.63,492878.0,15814008.0,120.7,7.63
cellular_dynamics_international_inc_ICEL.md,ICEL,2015-03-20,7.68,8.96,7.6,7.71,751092.0,15814008.0,121.9,7.71
cellular_dynamics_international_inc_ICEL.md,ICEL,2015-03-27,7.74,8.55,7.43,7.94,416455.0,15814008.0,125.6,7.94
cellular_dynamics_international_inc_ICEL.md,ICEL,2015-04-03,16.48,16.52,16.4,16.46,4079553.0,15814008.0,260.3,16.46
cellular_dynamics_international_inc_ICEL.md,ICEL,2015-04-10,16.49,16.59,16.43,16.49,1406835.0,15814008.0,260.8,16.49
cellular_dynamics_international_inc_ICEL.md,ICEL,2015-04-17,16.46,16.9,16.45,16.47,801843.0,15814008.0,260.5,16.47
cellular_dynamics_international_inc_ICEL.md,ICEL,2015-04-24,16.5,16.59,16.47,16.48,479174.0,15814008.0,260.6,16.48
cellular_dynamics_international_inc_ICEL.md,ICEL,2015-05-01,16.49,16.58,16.47,16.55,589266.0,15814008.0,261.7,16.55
chattem_inc_CHTT.md,CHTT,2007-12-28,74.8,77.77,74.5,75.35,843569.0,18979170.0,1430.1,75.35
chattem_inc_CHTT.md,CHTT,2008-01-04,75.06,77.03,72.36,72.87,1017859.0,18979170.0,1383.0,72.87
chattem_inc_CHTT.md,CHTT,2008-01-11,73.36,78.21,71.66,76.84,2519412.0,18979170.0,1458.4,76.84
chattem_inc_CHTT.md,CHTT,2008-01-18,77.03,78.51,72.24,74.25,2959314.0,18979170.0,1409.2,74.25
chattem_inc_CHTT.md,CHTT,2008-01-25,72.06,73.54,64.03,65.15,2764715.0,18979170.0,1236.5,65.15
chattem_inc_CHTT.md,CHTT,2008-02-01,64.5,80.01,64.14,79.73,4448350.0,18979170.0,1513.2,79.73
chattem_inc_CHTT.md,CHTT,2008-02-08,79.95,80.99,75.95,80.5,2872390.0,18979170.0,1527.8,80.5
chattem_inc_CHTT.md,CHTT,2008-02-15,78.83,82.17,76.65,78.49,2880118.0,18979170.0,1489.7,78.49
chattem_inc_CHTT.md,CHTT,2008-02-22,80.08,80.08,76.02,77.42,1508000.0,18979170.0,1469.4,77.42
chattem_inc_CHTT.md,CHTT,2008-02-29,77.13,80.56,76.57,77.9,1899000.0,18979170.0,1478.5,77.9
chattem_inc_CHTT.md,CHTT,2008-03-07,77.99,79.95,71.05,72.25,2633200.0,18979170.0,1371.2,72.25
chattem_inc_CHTT.md,CHTT,2008-03-14,72.1,72.34,66.74,67.57,3184801.0,18979170.0,1282.4,67.57
chattem_inc_CHTT.md,CHTT,2008-03-21,66.7,71.41,65.53,71.14,2252800.0,18979170.0,1350.2,71.14
chattem_inc_CHTT.md,CHTT,2008-03-28,71.28,72.97,67.41,67.56,1743100.0,18979170.0,1282.2,67.56
chattem_inc_CHTT.md,CHTT,2008-04-04,67.3,67.37,62.67,66.07,4414000.0,18979170.0,1254.0,66.07
chattem_inc_CHTT.md,CHTT,2008-04-11,67.0,72.49,65.77,66.46,3941696.0,18979170.0,1261.4,66.46
chattem_inc_CHTT.md,CHTT,2008-04-18,66.31,68.87,64.29,68.84,1895100.0,18979170.0,1306.5,68.84
chattem_inc_CHTT.md,CHTT,2008-04-25,67.56,71.8,65.12,71.78,2170653.0,18979170.0,1362.3,71.78
chattem_inc_CHTT.md,CHTT,2008-05-02,71.55,73.23,66.63,66.74,3362048.0,18979170.0,1266.7,66.74
chattem_inc_CHTT.md,CHTT,2008-05-09,66.69,68.3,65.31,66.94,1932600.0,18979170.0,1270.5,66.94
chattem_inc_CHTT.md,CHTT,2008-05-16,66.92,68.49,65.48,66.54,1249400.0,18979170.0,1262.9,66.54
chattem_inc_CHTT.md,CHTT,2008-05-23,66.38,67.34,62.32,63.5,1460400.0,18979170.0,1205.2,63.5
chattem_inc_CHTT.md,CHTT,2008-05-30,63.69,65.94,61.08,62.21,1944500.0,18979170.0,1180.7,62.21
chattem_inc_CHTT.md,CHTT,2008-06-06,62.04,62.67,57.68,61.73,4370588.0,18979170.0,1171.6,61.73
chattem_inc_CHTT.md,CHTT,2008-06-13,61.65,61.65,57.3,61.24,2851370.0,18979170.0,1162.3,61.24
chattem_inc_CHTT.md,CHTT,2008-06-20,61.17,62.87,59.43,60.8,2258300.0,18979170.0,1153.9,60.8
chattem_inc_CHTT.md,CHTT,2008-06-27,61.25,68.48,60.56,67.43,2799115.0,18979170.0,1279.8,67.43
chattem_inc_CHTT.md,CHTT,2008-07-04,65.26,67.76,63.84,64.29,1734300.0,18979170.0,1220.2,64.29
chattem_inc_CHTT.md,CHTT,2008-07-11,64.55,68.42,58.41,60.24,3741600.0,18979170.0,1143.3,60.24
chattem_inc_CHTT.md,CHTT,2008-07-18,61.48,62.78,57.1,59.84,2478100.0,18979170.0,1135.7,59.84
chattem_inc_CHTT.md,CHTT,2008-07-25,60.18,64.79,58.0,63.18,2012900.0,18979170.0,1199.1,63.18
chattem_inc_CHTT.md,CHTT,2008-08-01,65.77,66.91,63.52,64.9,1634700.0,18979170.0,1231.7,64.9
chattem_inc_CHTT.md,CHTT,2008-08-08,65.14,70.4,63.92,70.0,1810300.0,18979170.0,1328.5,70.0
chattem_inc_CHTT.md,CHTT,2008-08-15,69.85,70.41,66.55,68.38,1649087.0,18979170.0,1297.8,68.38
chattem_inc_CHTT.md,CHTT,2008-08-22,68.64,69.85,66.2,68.26,1112602.0,18979170.0,1295.5,68.26
chattem_inc_CHTT.md,CHTT,2008-08-29,68.04,70.67,66.5,70.12,1258300.0,18979170.0,1330.8,70.12
chattem_inc_CHTT.md,CHTT,2008-09-05,71.15,73.48,69.73,72.05,1980600.0,18979170.0,1367.4,72.05
chattem_inc_CHTT.md,CHTT,2008-09-12,72.96,74.97,70.38,73.39,2252500.0,18979170.0,1392.9,73.39
chattem_inc_CHTT.md,CHTT,2008-09-19,72.45,82.0,71.46,77.82,3211479.0,18979170.0,1477.0,77.82
chattem_inc_CHTT.md,CHTT,2008-09-26,77.55,80.49,73.66,76.01,2084334.0,18979170.0,1442.6,76.01
chattem_inc_CHTT.md,CHTT,2008-10-03,75.21,79.52,72.46,75.73,1340943.0,18979170.0,1437.3,75.73
chattem_inc_CHTT.md,CHTT,2008-10-10,73.97,75.0,60.53,63.05,2404804.0,18979170.0,1196.6,63.05
chattem_inc_CHTT.md,CHTT,2008-10-17,68.38,71.0,62.46,67.35,1635700.0,18979170.0,1278.2,67.35
chattem_inc_CHTT.md,CHTT,2008-10-24,69.09,71.7,64.3,67.73,1975100.0,18979170.0,1285.5,67.73
chattem_inc_CHTT.md,CHTT,2008-10-31,67.46,76.95,66.0,75.67,1419768.0,18979170.0,1436.2,75.67
chattem_inc_CHTT.md,CHTT,2008-11-07,75.69,76.72,71.16,72.08,1089258.0,18979170.0,1368.0,72.08
chattem_inc_CHTT.md,CHTT,2008-11-14,73.29,73.98,62.5,67.27,1699500.0,18979170.0,1276.7,67.27
chattem_inc_CHTT.md,CHTT,2008-11-21,66.64,72.46,65.79,69.28,1751706.0,18979170.0,1314.9,69.28
chattem_inc_CHTT.md,CHTT,2008-11-28,69.85,72.57,67.12,72.57,912100.0,18979170.0,1377.3,72.57
chattem_inc_CHTT.md,CHTT,2008-12-05,71.11,72.74,66.73,69.62,1465700.0,18979170.0,1321.3,69.62
chattem_inc_CHTT.md,CHTT,2008-12-12,70.41,72.93,60.48,64.6,2078600.0,18979170.0,1226.1,64.6
chattem_inc_CHTT.md,CHTT,2008-12-19,64.68,70.2,62.0,68.76,1313511.0,18979170.0,1305.0,68.76
